wl,f171,f491,f609,f283,f792,f23,f406,f883,f452,f972,f719,f517,f251,f315,f143,f923,f603,f305,f512,f309,f948,f502,f382,f903,f969,f73,f46,f833,f764,f886,f12,f359,f560,f300,f899,f454,f696,f423,f2,f811,f979,f690,f158,f52,f752
628.86,21.452,38.115,35.561,44.619,54.408,55.937,7.408,8.933,65.195,48.785,48.23,55.727,58.059,63.893,24.205,64.596,70.381,72.832,33.355,55.054,33.549,53.133,83.345,67.74,64.52,7.63,47.506,64.582,84.175,45.867,53.247,80.861,53.483,55.341,57.104,12.869,35.182,65.364,16.38,53.753,53.167,23.641,58.324,34.586,46.158
629.2,21.663,38.399,35.684,44.521,54.353,55.951,7.54,8.999,65.257,48.825,48.363,55.674,58.124,64.027,24.301,64.567,70.218,72.864,33.31,54.978,33.75,53.331,83.384,67.815,64.58,7.761,47.791,64.613,84.037,45.92,53.573,80.825,53.45,55.42,57.125,13.131,35.22,65.372,16.427,53.751,53.173,23.767,58.365,34.878,46.172
629.54,21.881,38.712,35.833,44.436,54.394,55.831,7.565,8.978,65.207,48.798,48.481,55.771,58.105,64.132,24.262,64.597,70.253,72.769,33.296,55.011,33.943,53.529,83.353,67.91,64.555,7.856,48.045,64.665,83.955,45.934,53.816,80.785,53.418,55.349,57.054,13.268,35.169,65.414,16.421,53.709,53.122,23.866,58.416,35.232,46.139
629.88,22.101,39.088,35.985,44.539,54.405,55.731,7.607,8.881,65.188,48.75,48.619,55.777,58.076,64.215,24.247,64.719,70.188,72.827,33.232,54.991,34.143,53.85,83.384,67.955,64.472,7.952,48.171,64.584,84.029,46.093,54.058,80.817,53.389,55.395,57.11,13.57,35.228,65.46,16.411,53.602,53.136,24.024,58.482,35.459,46.121
630.22,22.266,39.41,36.003,44.601,54.34,55.744,7.725,8.886,65.197,48.733,48.772,55.926,58.227,64.486,24.31,64.638,70.454,72.849,33.204,54.94,34.444,54.232,83.394,67.998,64.547,8.21,48.339,64.594,84.098,46.302,54.296,80.675,53.182,55.378,57.157,13.781,35.261,65.496,16.423,53.595,53.16,24.138,58.5,35.78,46.13
630.56,22.412,39.81,36.098,44.6,54.435,55.728,7.796,8.854,65.301,48.791,48.925,55.864,58.279,64.564,24.361,64.657,70.535,72.841,33.303,54.977,34.764,54.484,83.356,68.203,64.698,8.437,48.555,64.561,84.102,46.397,54.549,80.783,53.154,55.432,57.119,14.03,35.262,65.51,16.411,53.652,53.183,24.225,58.438,36.075,46.169
630.9,22.642,40.101,36.118,44.512,54.444,55.732,7.956,8.848,65.262,48.895,48.982,55.839,58.477,64.697,24.442,64.724,70.543,72.817,33.334,55.025,34.991,54.897,83.534,68.071,64.784,8.647,48.777,64.511,84.085,46.573,54.928,80.87,53.349,55.587,57.139,14.321,35.306,65.377,16.397,53.639,53.188,24.32,58.467,36.385,46.165
631.24,22.846,40.408,36,44.48,54.519,55.705,7.911,8.88,65.335,48.892,49.072,55.765,58.536,64.762,24.563,64.869,70.791,72.819,33.442,54.964,35.169,55.052,83.373,68.295,64.827,8.917,49.058,64.597,84.29,46.608,55.164,80.795,53.32,55.53,57.152,14.594,35.304,65.354,16.432,53.646,53.19,24.477,58.488,36.709,46.162
631.58,23.048,40.838,36.17,44.579,54.401,55.659,7.925,8.836,65.44,48.9,49.22,55.793,58.54,64.951,24.572,64.905,70.878,72.732,33.437,54.983,35.281,55.293,83.416,68.305,64.719,9.021,49.286,64.577,84.334,46.684,55.403,80.729,53.156,55.599,57.109,14.841,35.391,65.327,16.494,53.627,53.183,24.565,58.597,37.023,46.198
631.92,23.336,41.273,36.048,44.681,54.541,55.659,7.969,8.876,65.411,49.012,49.294,55.809,58.586,64.889,24.632,64.886,70.971,72.635,33.358,55.02,35.489,55.644,83.595,68.26,64.651,9.149,49.422,64.519,84.387,46.666,55.586,80.774,53.152,55.612,57.121,15.13,35.475,65.324,16.501,53.672,53.096,24.662,58.55,37.353,46.184
632.26,23.539,41.597,36.108,44.9,54.64,55.759,7.985,8.864,65.347,49.018,49.422,55.867,58.502,64.974,24.673,64.875,70.847,72.772,33.247,54.933,35.799,55.788,83.34,68.455,64.669,9.363,49.572,64.399,84.393,46.787,55.696,80.783,53.097,55.735,57.019,15.364,35.464,65.264,16.51,53.626,53.105,24.798,58.601,37.778,46.24
632.6,23.779,41.818,36.19,45.022,54.728,55.829,7.995,8.873,65.26,49.007,49.578,55.866,58.524,65.113,24.792,64.945,70.942,72.797,33.311,54.899,36.047,55.985,83.36,68.392,64.596,9.499,49.652,64.362,84.399,46.942,55.906,80.856,53.165,55.956,57.068,15.741,35.516,65.188,16.476,53.703,53.085,24.853,58.618,38.029,46.284
632.94,23.935,42.121,36.216,45.077,54.764,55.776,8.115,8.898,65.337,49.042,49.612,55.77,58.51,65.223,24.756,64.889,70.866,72.773,33.417,54.923,36.246,56.146,83.203,68.327,64.625,9.675,49.915,64.47,84.422,47.063,56.08,80.862,53.143,55.969,56.985,15.973,35.512,65.26,16.399,53.724,53.117,24.962,58.6,38.33,46.254
633.28,24.174,42.323,36.35,45.065,54.809,55.783,8.154,8.871,65.353,49.062,49.785,55.603,58.465,65.241,24.866,64.833,70.978,72.802,33.436,54.997,36.413,56.386,83.105,68.325,64.669,9.758,50.099,64.364,84.304,47.2,56.338,80.87,53.088,56.09,57.068,16.178,35.487,65.3,16.48,53.647,53.096,25.082,58.613,38.673,46.318
633.62,24.314,42.768,36.393,45.095,54.86,55.868,8.406,8.823,65.257,49.086,49.819,55.49,58.326,65.342,25.074,64.98,70.905,72.912,33.389,55.212,36.655,56.655,83.199,68.262,64.699,9.985,50.376,64.459,84.385,47.283,56.52,80.723,53.026,56.085,57.067,16.57,35.498,65.302,16.471,53.698,53.077,25.151,58.692,38.999,46.36
633.96,24.479,43.036,36.477,44.986,54.91,55.952,8.52,8.659,65.201,49.077,49.803,55.423,58.42,65.395,25.081,64.938,70.801,72.838,33.341,55.216,37.017,56.841,83.242,68.356,64.712,10.168,50.567,64.511,84.447,47.366,56.654,80.632,53.069,56.028,57.042,16.852,35.45,65.303,16.427,53.771,53.033,25.276,58.72,39.268,46.361
634.3,24.629,43.391,36.581,44.869,54.877,55.965,8.614,8.655,65.182,49.149,49.749,55.306,58.289,65.395,25.141,64.954,70.85,72.847,33.448,55.234,37.19,56.975,83.366,68.18,64.643,10.349,50.694,64.566,84.331,47.568,56.877,80.779,53.118,56.072,56.996,17.148,35.419,65.297,16.427,53.787,52.993,25.31,58.662,39.491,46.353
634.64,24.623,43.61,36.738,44.909,54.935,55.859,8.443,8.598,65.305,49.179,49.837,55.474,58.315,65.354,25.272,64.997,70.774,72.807,33.59,55.283,37.282,57.198,83.502,68.286,64.697,10.57,50.777,64.513,84.386,47.674,57.056,80.684,53.086,55.967,56.876,17.459,35.391,65.314,16.454,53.705,52.921,25.4,58.627,39.755,46.366
634.97,24.647,43.713,36.766,44.914,54.951,55.793,8.406,8.608,65.276,49.307,49.945,55.451,58.333,65.3,25.192,64.99,70.781,72.581,33.623,55.213,37.388,57.365,83.574,68.26,64.719,10.715,50.737,64.321,84.381,47.901,57.36,80.599,52.999,56.021,56.904,17.683,35.386,65.221,16.464,53.634,52.946,25.536,58.66,40.019,46.366
635.31,24.913,43.971,36.901,44.804,54.799,55.713,8.391,8.614,65.238,49.269,49.94,55.551,58.368,65.379,25.366,65.114,70.755,72.494,33.595,55.188,37.516,57.5,83.568,68.182,64.628,10.931,50.976,64.319,84.395,48.041,57.682,80.476,52.936,55.963,56.92,17.992,35.272,65.196,16.446,53.578,52.88,25.658,58.548,40.363,46.414
635.65,25.073,44.124,36.908,44.938,54.828,55.563,8.228,8.423,65.097,49.17,50.031,55.559,58.362,65.273,25.415,65.063,70.738,72.502,33.478,55.189,37.582,57.743,83.646,68.135,64.66,11.225,51.063,64.293,84.42,48.037,57.947,80.436,52.88,55.898,56.804,18.355,35.165,65.157,16.419,53.702,52.877,25.681,58.467,40.59,46.445
635.99,25.24,44.314,36.845,44.888,54.739,55.594,8.218,8.441,65.104,49.117,50.095,55.512,58.517,65.381,25.441,65.098,70.647,72.52,33.409,55.121,37.759,57.87,83.619,68.191,64.7,11.492,51.222,64.229,84.408,48.091,58.103,80.446,52.914,55.906,56.808,18.619,35.22,65.216,16.288,53.73,52.881,25.733,58.481,40.89,46.51
636.33,25.553,44.526,36.75,44.794,54.796,55.751,8.235,8.382,65.113,49.169,50.007,55.498,58.557,65.365,25.515,65.062,70.87,72.469,33.545,55.036,37.9,58.034,83.57,68.159,64.686,11.733,51.246,64.18,84.421,48.222,58.242,80.501,53.004,55.924,56.783,18.962,35.323,65.221,16.256,53.735,52.899,25.699,58.444,41.199,46.54
636.67,25.846,44.761,36.727,44.714,54.819,55.808,8.345,8.271,65.081,49.108,50.091,55.508,58.64,65.549,25.517,65.004,70.866,72.496,33.558,55.014,38.146,58.173,83.674,68.082,64.79,11.846,51.361,64.168,84.526,48.488,58.421,80.554,53.058,56.085,56.832,19.365,35.415,65.219,16.259,53.724,53.011,25.794,58.402,41.51,46.629
637.01,26.069,45.064,36.862,44.614,54.705,55.811,8.315,8.161,65.082,49.091,50.116,55.526,58.545,65.554,25.486,64.912,70.978,72.501,33.633,54.966,38.243,58.242,83.659,68.108,64.813,12.03,51.51,64.186,84.406,48.688,58.692,80.672,53.152,56.157,56.849,19.655,35.411,65.178,16.251,53.769,53.01,25.835,58.316,41.855,46.599
637.35,26.36,45.401,36.941,44.703,54.67,55.886,8.431,8.193,65.161,49.21,50.107,55.341,58.528,65.487,25.459,64.929,70.909,72.642,33.666,54.99,38.261,58.328,83.647,68.119,64.917,12.125,51.684,64.072,84.35,48.741,59.07,80.665,53.225,56.037,56.76,19.943,35.382,65.251,16.191,53.777,52.964,25.867,58.436,42.191,46.685
637.69,26.506,45.551,37.049,44.696,54.676,55.973,8.428,8.071,65.132,49.231,50.168,55.514,58.647,65.518,25.509,64.877,71.026,72.608,33.644,54.932,38.391,58.418,83.633,68.122,64.748,12.217,51.707,64.001,84.244,48.89,59.285,80.59,53.188,56.185,56.807,20.376,35.322,65.24,16.136,53.717,52.879,25.981,58.568,42.57,46.723
638.03,26.633,45.914,37.04,44.463,54.674,56.04,8.519,8.045,65.024,49.263,50.176,55.58,58.569,65.676,25.597,64.83,70.953,72.658,33.547,54.853,38.558,58.35,83.426,68.311,64.684,12.426,51.827,63.8,84.417,48.937,59.41,80.578,53.072,56.138,56.754,20.778,35.289,65.345,16.2,53.672,52.898,26.078,58.641,42.938,46.724
638.36,26.908,46.392,37.111,44.331,54.51,56.103,8.646,7.954,65.103,49.188,50.269,55.594,58.592,65.806,25.621,64.928,70.769,72.648,33.438,54.852,38.762,58.601,83.547,68.18,64.827,12.585,51.988,63.812,84.309,49.121,59.719,80.78,53.131,56.377,56.674,21.107,35.338,65.439,16.112,53.724,52.893,26.112,58.717,43.287,46.801
638.7,26.988,46.648,37.131,44.221,54.492,56.192,8.729,7.726,65.268,49.238,50.275,55.553,58.64,65.722,25.927,64.993,70.739,72.655,33.448,54.862,38.927,58.944,83.682,68.235,64.83,12.817,52.159,63.691,84.317,49.256,59.924,80.853,53.196,56.374,56.633,21.401,35.132,65.44,16.11,53.796,52.858,26.288,58.691,43.692,46.744
639.04,27.18,46.795,37.261,44.131,54.386,56.101,8.739,7.579,65.294,49.1,50.32,55.509,58.55,65.788,26.092,65.001,70.521,72.768,33.558,54.856,39.154,59.105,83.606,68.391,64.936,13.067,52.324,63.58,84.444,49.565,60.366,80.891,53.184,56.426,56.675,21.765,35.007,65.597,16.08,53.751,52.899,26.276,58.7,44.043,46.69
639.38,27.359,47.051,37.207,44.064,54.475,56.218,8.645,7.483,65.253,49.005,50.353,55.475,58.66,65.993,26.145,65.058,70.52,72.646,33.675,54.897,39.293,59.243,83.622,68.322,64.919,13.343,52.405,63.519,84.362,49.708,60.635,81.002,53.347,56.373,56.728,22.105,35.082,65.728,16.085,53.73,52.85,26.251,58.718,44.258,46.689
639.72,27.448,47.496,37.181,44.053,54.451,56.339,8.89,7.511,65.264,49.049,50.315,55.457,58.683,66.038,26.262,65.083,70.497,72.359,33.703,54.861,39.486,59.405,83.611,68.435,64.974,13.552,52.541,63.472,84.386,49.792,60.966,81.069,53.283,56.242,56.689,22.382,35.07,65.787,16.102,53.745,52.775,26.259,58.709,44.58,46.707
640.06,27.684,47.76,37.228,44.097,54.423,56.182,8.668,7.622,65.155,48.965,50.366,55.402,58.788,65.967,26.451,65.109,70.418,72.379,33.682,54.896,39.678,59.678,83.786,68.652,65.025,13.705,52.564,63.372,84.208,49.872,61.144,81.061,53.182,56.2,56.718,22.815,34.928,65.813,16.114,53.706,52.787,26.35,58.756,44.861,46.715
640.4,27.761,47.866,37.12,44.109,54.262,56.193,8.723,7.575,65.28,48.932,50.404,55.45,58.79,65.993,26.471,65.097,70.479,72.402,33.697,54.864,39.814,59.791,83.925,68.563,64.88,13.874,52.692,63.306,84.386,49.88,61.389,81.087,53.186,56.111,56.618,23.168,34.946,65.778,16.051,53.75,52.749,26.344,58.767,45.13,46.733
640.73,27.981,48.011,37.129,44.099,54.279,56.232,8.764,7.513,65.066,48.979,50.387,55.564,58.866,65.896,26.409,64.891,70.42,72.313,33.639,54.96,40.024,59.917,83.998,68.598,64.767,14.059,52.656,63.102,84.27,49.958,61.714,81.25,53.135,56.206,56.669,23.541,35.057,65.789,15.978,53.71,52.689,26.485,58.661,45.443,46.758
641.07,28.252,48.101,37.079,43.953,54.282,56.422,9.026,7.488,65.194,48.834,50.432,55.658,58.845,65.977,26.512,64.845,70.327,72.275,33.403,55.004,40.042,60.019,83.959,68.547,64.711,14.241,52.648,62.894,84.311,50.079,61.942,81.341,53.087,56.385,56.811,23.975,35.16,65.852,15.907,53.567,52.735,26.499,58.729,45.87,46.814
641.41,28.412,48.175,36.991,43.787,54.312,56.58,9.216,7.385,65.289,48.824,50.638,55.792,58.995,66.012,26.52,64.944,70.327,72.345,33.303,55.141,40.24,60.25,83.909,68.682,64.713,14.476,52.64,62.76,84.309,50.142,62.017,81.342,53.118,56.447,56.812,24.198,34.981,65.851,15.779,53.51,52.781,26.624,58.89,46.296,46.825
641.75,28.636,48.573,37.122,43.763,54.373,56.652,9.357,7.216,65.189,48.902,50.659,55.652,59.037,66.05,26.467,64.924,70.361,72.338,33.212,55.089,40.555,60.314,83.879,68.672,64.678,14.739,52.889,62.728,84.294,50.187,62.277,81.415,53.07,56.509,56.969,24.558,34.996,65.919,15.699,53.429,52.798,26.73,58.962,46.62,46.867
642.09,28.84,48.931,37.157,43.697,54.216,56.668,9.62,7.161,65.3,49.043,50.673,55.553,59.027,66.221,26.72,64.981,70.218,72.594,33.185,55.163,40.698,60.407,83.991,68.642,64.641,15.01,53.243,62.829,84.235,50.322,62.561,81.283,53.063,56.553,56.925,24.907,35.024,65.996,15.669,53.418,52.843,26.752,59.003,46.962,46.805
642.43,28.946,49.145,37.271,43.729,54.351,56.916,9.772,7.013,65.473,49.166,50.804,55.525,59.143,66.352,26.675,64.926,70.148,72.647,33.121,55.16,40.826,60.633,83.959,68.789,64.69,15.341,53.381,62.733,84.336,50.536,62.831,81.355,53.091,56.637,56.974,25.278,35.061,66.019,15.743,53.402,52.799,26.691,59.135,47.262,46.858
642.76,29.107,49.462,37.391,43.695,54.276,56.919,10.011,6.962,65.414,49.33,50.86,55.618,59.035,66.627,26.705,64.875,70.064,72.723,33.173,55.166,40.938,60.809,83.865,68.674,64.669,15.645,53.576,62.726,84.337,50.783,63.067,81.383,53.133,56.744,57.056,25.641,35.108,65.998,15.716,53.327,52.813,26.797,59.017,47.644,46.848
643.1,29.371,49.649,37.539,43.813,54.294,56.95,10.128,6.854,65.328,49.304,51.01,55.632,59.037,66.625,26.79,65.005,70.182,72.537,33.269,55.218,41.069,60.938,83.857,68.61,64.771,15.866,53.732,62.738,84.401,50.926,63.436,81.378,53.174,56.681,57.136,26.066,35.174,66.052,15.853,53.261,52.832,26.865,58.984,47.904,46.909
643.44,29.449,49.906,37.532,43.882,54.344,57.109,10.311,6.849,64.995,49.438,51.118,55.546,59.015,66.706,27.03,65.169,69.981,72.701,33.22,55.322,41.329,61.047,83.965,68.664,64.772,16.154,53.788,62.556,84.573,51.164,63.779,81.459,53.065,56.679,57.297,26.29,35.103,66.036,15.809,53.378,52.8,26.93,59.055,48.103,46.906
643.78,29.428,50.097,37.653,43.701,54.298,56.995,10.288,6.697,64.892,49.227,51.02,55.612,58.924,66.592,27.225,65.307,70.027,72.905,33.223,55.365,41.439,61.354,83.959,68.702,64.825,16.632,53.76,62.315,84.395,51.326,64.179,81.438,53.041,56.586,57.256,26.568,34.932,66.016,15.753,53.381,52.705,27.05,59.038,48.24,46.883
644.12,29.541,50.16,37.671,43.842,54.315,57.019,10.439,6.596,64.841,49.362,51.023,55.616,59.211,66.673,27.381,65.284,69.981,72.983,33.185,55.619,41.659,61.638,83.956,68.712,64.954,16.912,53.926,62.323,84.229,51.354,64.438,81.41,53.08,56.579,57.192,26.852,34.834,66.029,15.755,53.434,52.706,27.09,59.038,48.519,46.907
644.45,29.751,50.182,37.815,43.98,54.362,56.839,10.472,6.512,64.77,49.404,51.206,55.903,59.348,66.972,27.493,65.359,70.071,72.923,33.198,55.724,41.814,61.757,84.036,68.723,64.87,17.085,53.985,62.193,84.217,51.489,64.621,81.477,53.123,56.685,57.209,27.093,34.699,65.961,15.799,53.345,52.803,27.17,58.868,48.713,46.938
644.79,30.007,50.398,37.835,43.931,54.573,56.846,10.47,6.291,64.884,49.302,51.15,55.748,59.239,66.939,27.508,65.508,69.895,73.084,33.1,55.741,41.959,61.871,83.97,68.63,65.008,17.373,54.271,62.117,84.404,51.571,64.866,81.43,53.103,56.491,57.092,27.325,34.671,65.991,15.821,53.333,52.761,27.138,58.868,48.909,46.954
645.13,30.112,50.536,37.728,44.016,54.408,56.783,10.527,6.182,64.829,49.352,51.301,55.831,59.308,66.925,27.498,65.612,70.036,73.133,33.124,55.86,42.037,62.049,84.011,68.513,65.028,17.605,54.428,62.13,84.354,51.817,65.181,81.457,53.03,56.537,57.214,27.721,34.718,66.048,15.669,53.45,52.793,27.218,58.866,49.21,47.02
645.47,30.265,50.615,37.557,44.044,54.432,56.694,10.717,6.179,64.894,49.565,51.193,55.891,59.35,66.995,27.543,65.539,70.024,73.341,33.152,55.869,42.023,62.243,84.025,68.728,64.828,17.763,54.518,61.863,84.453,52.087,65.342,81.518,53.006,56.428,57.294,28.043,34.745,66.003,15.622,53.347,52.742,27.251,58.888,49.51,46.988
645.81,30.551,50.731,37.597,43.971,54.431,56.657,10.986,6.191,64.978,49.616,51.152,56.026,59.449,67.135,27.435,65.548,70.096,73.294,33.227,55.884,42.228,62.168,83.854,68.849,65.004,17.954,54.533,61.784,84.321,52.288,65.825,81.377,52.97,56.381,57.396,28.424,34.808,65.965,15.589,53.345,52.784,27.321,58.905,49.655,46.978
646.14,30.606,50.777,37.672,44.102,54.496,56.682,10.881,5.906,64.749,49.45,51.042,56.131,59.608,67.402,27.41,65.468,69.988,73.364,33.141,55.838,42.39,62.187,83.952,68.68,64.971,18.249,54.669,61.834,84.227,52.437,65.953,81.217,52.971,56.377,57.371,28.643,34.888,65.837,15.518,53.292,52.773,27.322,58.98,49.872,47.033
646.48,30.814,50.771,37.698,44.045,54.627,56.638,11.173,5.637,64.852,49.561,51.126,56.231,59.697,67.261,27.504,65.412,70.061,73.368,33.256,55.89,42.511,62.317,84.154,68.668,65.044,18.357,54.986,61.92,84.323,52.471,66.101,81.206,52.921,56.347,57.253,28.978,34.814,65.718,15.453,53.352,52.939,27.365,58.911,50.125,47.069
646.82,31.042,50.759,37.838,44.111,54.792,56.618,11.467,5.584,64.716,49.61,51.119,56.158,59.762,67.422,27.486,65.394,70.005,73.564,33.086,55.923,42.517,62.361,84.137,68.552,65.111,18.701,55.199,61.91,84.358,52.687,66.358,81.204,52.984,56.437,57.221,29.235,34.77,65.732,15.465,53.312,53.03,27.409,58.895,50.387,46.968
647.16,31.205,50.803,38.016,44.102,54.677,56.711,11.66,5.443,64.873,49.427,51.195,56.272,59.833,67.676,27.57,65.4,70.111,73.611,33.119,55.918,42.657,62.434,84.027,68.407,65.098,18.916,55.365,61.72,84.578,52.822,66.591,81.249,53.126,56.465,57.153,29.481,34.934,65.705,15.521,53.236,53.047,27.389,58.862,50.766,47.017
647.49,31.446,51.044,37.948,44.068,54.649,56.644,11.846,5.163,64.583,49.669,51.221,56.184,59.92,67.751,27.73,65.49,70.064,73.498,33.169,55.804,42.726,62.442,83.862,68.44,65.147,19.08,55.469,61.696,84.472,53.038,66.749,81.229,53.158,56.566,57.157,29.785,34.993,65.748,15.492,53.153,52.946,27.493,58.85,51.024,47.048
647.83,31.601,51.151,38.045,44.203,54.651,56.603,12.059,5.079,64.608,49.603,51.27,56.176,59.942,67.69,27.887,65.639,70.115,73.659,33.159,55.594,42.93,62.386,83.66,68.401,65.242,19.305,55.633,61.679,84.516,53.313,67.039,81.082,53.239,56.483,57.186,30.095,34.917,65.713,15.558,53.208,53.039,27.459,58.96,51.343,47.015
648.17,31.626,51.249,37.845,44.455,54.78,56.537,12.146,5.045,64.646,49.645,51.333,56.02,59.926,67.732,27.963,65.771,70.186,73.729,33.364,55.539,43.02,62.55,83.649,68.336,65.234,19.57,55.795,61.673,84.629,53.568,67.264,81.109,53.217,56.443,57.073,30.136,34.78,65.626,15.593,53.295,52.952,27.592,58.941,51.493,47.001
648.51,31.77,51.341,37.865,44.445,54.856,56.605,12.346,4.938,64.585,49.652,51.344,55.986,59.912,67.602,28.035,65.651,70.217,73.619,33.424,55.364,42.971,62.392,83.52,68.348,65.399,19.862,56.303,61.707,84.754,53.706,67.608,81.159,53.183,56.413,56.982,30.415,34.889,65.63,15.662,53.368,52.971,27.63,58.934,51.786,46.998
648.84,31.978,51.424,37.825,44.577,54.828,56.445,12.458,4.879,64.478,49.602,51.332,56.083,59.892,67.538,28.219,65.707,70.358,73.632,33.582,55.348,42.985,62.369,83.659,68.352,65.448,19.85,56.518,61.652,84.625,53.884,67.98,81.135,53.297,56.495,56.828,30.684,34.821,65.591,15.617,53.488,52.905,27.624,58.888,52.046,46.943
649.18,32.157,51.508,37.707,44.588,54.945,56.241,12.525,4.682,64.573,49.422,51.323,56.139,59.975,67.644,28.253,65.675,70.402,73.557,33.611,55.409,43.073,62.479,83.578,68.425,65.419,19.995,56.605,61.451,84.742,53.875,68.184,81.305,53.295,56.533,56.782,31.048,34.89,65.442,15.595,53.585,52.87,27.644,58.909,52.289,46.938
649.52,32.291,51.651,37.53,44.424,54.899,56.151,12.624,4.565,64.506,49.586,51.409,56.172,59.791,67.518,28.382,65.572,70.522,73.531,33.624,55.432,43.289,62.349,83.479,68.37,65.534,20.277,56.707,61.498,84.62,53.905,68.352,81.413,53.287,56.53,56.739,31.38,34.975,65.411,15.504,53.588,52.986,27.729,58.843,52.572,46.801
649.85,32.524,51.776,37.495,44.449,54.97,56.171,12.824,4.549,64.711,49.61,51.348,56.148,59.917,67.452,28.486,65.685,70.658,73.56,33.636,55.328,43.486,62.33,83.576,68.416,65.509,20.427,56.773,61.366,84.58,53.953,68.559,81.306,53.268,56.488,56.662,31.611,35.103,65.418,15.512,53.562,53.002,27.743,58.981,52.841,46.743
650.19,32.524,51.901,37.48,44.506,54.988,56.252,12.941,4.515,64.728,49.68,51.252,56.113,59.928,67.644,28.595,65.638,70.507,73.785,33.488,55.314,43.596,62.316,83.627,68.3,65.507,20.746,56.828,61.292,84.528,54.057,68.837,81.354,53.35,56.66,56.49,31.808,34.965,65.247,15.438,53.557,52.963,27.801,59.032,53.101,46.687
650.53,32.605,52.072,37.363,44.274,54.804,56.318,13.262,4.539,64.783,49.559,51.332,56.07,60.006,67.756,28.467,65.476,70.55,73.829,33.48,55.396,43.568,62.504,83.586,68.425,65.459,20.877,57.115,61.427,84.417,54.194,69.136,81.256,53.371,56.751,56.392,32.09,34.89,65.296,15.406,53.525,53.066,27.805,59.026,53.355,46.762
650.87,32.8,52.189,37.247,44.33,54.864,56.376,13.475,4.499,64.929,49.448,51.325,55.944,60.118,67.823,28.562,65.429,70.435,73.672,33.46,55.46,43.681,62.517,83.622,68.395,65.267,20.883,57.39,61.517,84.544,54.301,69.264,81.18,53.415,56.772,56.402,32.324,34.955,65.143,15.448,53.604,53.122,27.766,59.028,53.65,46.805
651.2,33,52.318,37.214,44.386,54.606,56.34,13.647,4.533,64.778,49.507,51.41,55.867,60.163,67.851,28.606,65.446,70.213,73.607,33.549,55.35,43.641,62.397,83.478,68.394,65.212,20.916,57.627,61.469,84.776,54.408,69.456,81.184,53.402,56.725,56.439,32.559,35.021,65.037,15.319,53.545,53.118,27.781,59.027,53.892,46.85
651.54,33.045,52.588,37.528,44.155,54.52,56.442,13.777,4.569,64.529,49.497,51.36,55.771,60.176,67.81,28.691,65.577,70.043,73.594,33.463,55.234,43.848,62.506,83.348,68.469,65.243,21.271,57.858,61.428,84.856,54.615,69.656,81.21,53.396,56.808,56.303,32.855,35.032,65.027,15.261,53.658,53.031,27.878,59.069,54.226,46.755
651.88,33.154,52.579,37.76,44.056,54.562,56.632,13.896,4.492,64.503,49.393,51.374,55.817,60.427,67.97,28.856,65.62,69.941,73.515,33.554,55.278,43.919,62.59,83.422,68.576,65.146,21.43,58.076,61.457,84.885,54.882,69.945,81.117,53.317,56.695,56.256,33.046,35.058,65.07,15.296,53.727,53.076,27.844,59.07,54.488,46.783
652.21,33.208,52.647,37.767,44.219,54.592,56.651,14.091,4.289,64.398,49.276,51.36,55.753,60.357,67.899,28.962,65.559,70.1,73.324,33.476,55.298,44.213,62.706,83.645,68.618,65.132,21.544,58.185,61.52,84.756,54.896,70.17,81.169,53.374,56.677,56.172,33.135,34.989,65.057,15.381,53.685,53.123,27.87,58.998,54.708,46.784
652.55,33.13,52.71,37.826,44.147,54.571,56.461,14.139,4.481,64.576,49.487,51.429,55.688,60.34,67.89,29.092,65.563,70.113,73.121,33.559,55.187,44.516,62.686,83.66,68.624,65.19,21.807,58.45,61.704,84.77,54.949,70.355,81.022,53.328,56.642,56.28,33.403,34.867,65.025,15.423,53.823,53.121,27.919,59.002,54.891,46.752
652.89,33.261,52.727,37.754,44.134,54.478,56.667,14.213,4.524,64.524,49.514,51.535,55.685,60.312,67.91,29.166,65.622,70.03,73.132,33.502,55.255,44.485,62.65,83.671,68.623,65.281,22.077,58.694,61.689,84.686,55.057,70.446,81.334,53.383,56.862,56.134,33.507,34.849,65.041,15.363,53.828,53.168,27.877,59.026,55.142,46.788
653.22,33.429,52.879,37.76,44.052,54.527,56.655,14.334,4.667,64.674,49.434,51.711,55.649,60.339,67.896,29.195,65.774,70.057,73.028,33.321,55.113,44.54,62.625,83.559,68.715,65.176,22.164,58.728,61.517,84.647,55.174,70.656,81.503,53.373,57.019,56.028,33.782,34.871,65.082,15.4,53.878,53.167,27.96,58.984,55.419,46.883
653.56,33.579,52.957,37.737,44.117,54.674,56.472,14.436,4.712,64.691,49.487,51.695,55.65,60.289,67.844,29.315,65.906,70.041,72.97,33.192,55.029,44.684,62.82,83.429,68.691,65.104,22.365,58.834,61.415,84.534,55.424,70.974,81.465,53.409,57.189,55.948,33.922,34.829,65.053,15.467,53.857,53.072,28.028,59.026,55.635,46.873
653.9,33.579,52.889,37.748,44.224,54.8,56.44,14.519,4.836,64.77,49.345,51.688,55.752,60.37,67.837,29.449,65.955,70.08,72.895,33.337,54.926,44.776,62.86,83.519,68.798,65.084,22.446,58.993,61.329,84.526,55.491,71.081,81.402,53.343,57.133,55.887,34.204,34.836,65.054,15.35,53.855,53.09,28.092,59.075,55.753,46.907
